,0,1,2,3,4,5,6
25,-,Sirvan Marogy,"['Alexandra Kurt', 'Sirvan Marogy']","An unusual encounter between a business man and an obedient elderly lady. While waiting for the bus, they each give a glimpse into their lives.",9,d'bushaischen,2015
26,-,Fanny Lecendre,Fanny Lecendre,"Hugo and Damien lost their parents when they were very young. They grew up in two different foster families in a small seaside resort in northern France. Hugo is impatiently waiting for him to lawful age so that he can live with his older brother, the only person he trusts, and w... Leer todo",25,northern light,2015
27,-,Craig Newman,Craig Newman,-,-,a long time comin',2015
28,-,['Terry Weston Marsh'],['Terry Weston Marsh'],-,9,thicker than blood,2015
29,-,['R M Moses'],"['R M', 'Moses Ahmed Osinaike']","Don't lose yourself, trying to find yourself.",3,carousel,2015
30,-,Sasha Singh,Sasha Singh,-,26,thikana (refuge),2015
31,-,Dejan Babosek,-,-,-,maria masle feat. prince myles - dame dame,2015
32,-,['Guilherme Duarte Braz'],-,-,-,admirável mundo velho,2015
33,-,Pierrick Roland,Pierrick Roland,-,-,nightcall,2015
34,-,"['Aline Guimar', 'Dandara Guerra']","['Thalita Carauta', 'Aline Guimar', 'Anna Righi']",-,-,pele 1 real,2015
35,-,Nonidh Yadav,-,"There are plenty of ways to make money. You could be a doctor, lawyer, photographer or even a freelance writer - all honorable ways to make a living. But when you rely on others to just hand you money for being cute or extremely hot then there's a special name just for you - a go... Leer todo",-,golddiggers,2015
36,-,Lucas Gonzalez,"['Mart Cutino', 'Alejandro Giandinoto']",-,15,boedo 2108,2015
37,-,Sean Hasty,Joshua Silveus,"A lonely man going through an emotional crisis seeks advice from a wise, world-weary bartender.",7,i don't usually imbibe on libations,2015
38,-,Em Johnson,Em Johnson,Two ex lovers reunite at a mutual friends wedding.,-,down by the lake,2015
39,-,"['Lucas Mokrani', 'Delaval Viktor', 'Poisson Louis Didaux']","['Lucas Mokrani', 'Delaval Viktor', 'Poisson Kevin Zonnenberg']","Dany is a young professional boxer. His father, a hard and authoritarian man, devoted his entire life to his son's career. With the support of Sam, his girlfriend, Dany is preparing to lead the hardest fight of his life: out of the shadow of his father.",35,le maelstrom,2015
40,-,Nina Ristic,Nina Ristic,"Ted moves to a new country which speaks a completely foreign language and he feels alone, homesick and in a rut. But one day, a mysterious note appears outside his door. This note only has one word: 'hi'.",22,a simple hi,2015
41,-,Denise Sganzerla,Denise Sganzerla,-,-,memórias - canal mosaico,2015
42,-,Kevin Etherson,"['Casey Jost', 'Patrick Noth']",-,-,summertime,2015
43,,,,,,friends,2015
44,,,,,,ta da!,2015
45,-,Christelle Younes,Christelle Younes,"Samir wakes up one day in his coffin attending his own funeral. On this day, he is gifted to see, hear what is going on around him and also hear the people's thoughts which will help him remember the tragic accident that led to his death.",21,"samir, sheikh el chabeb",2015
46,-,Etienne Magnin,-,-,21,la vallée,2015
47,-,Éric Falardeau,Éric Falardeau,-,10,élégie nocturne,2015
48,-,"['Max Nadolny', 'Jonas Staerk']",Max Nadolny,"A day in the life of a filthy rich family of pigs living in a castle, as told through the eyes of their human butler.",4,eat the rich,2015
49,-,"['Ching Chan', 'Garvin Chan', 'Ko Chin Chen']",-,"Based on the theme of ""My Dream Place"", fifteen directors make a one-minute short film each. Kek Huat Lau from Malaysia reminisces his hometown in the evening breezes; Hsin-yao Huang shoots the conversation between the shaman and the god; Kai-Yan Yang contacts an interview shown ... Leer todo",16,li xiang zhuang tai,2015
50,-,['J J Pavlovic'],['J J Pavlovic'],"In an alternate present in which the UK is embroiled in a losing war against an unnamed enemy, a boy receives a blue letter that carries great significance for him and his family.",-,the letter,2015
51,-,['Ting Ning Chen'],['Ting Ning Chen'],"Ann lives with her little brother and grandmother together in a military dependents' village. Her father, Guo, has no stable job and is seldom at home, so Ann has to take care of this family. With Chinese New Year approaching, Guo comes home with lots of fireworks and looks forwa... Leer todo",26,"winter, fireworks and my father",2015
52,-,['U V Eranna'],-,-,-,nindu chandrudu,2015
53,6.6,Lucrecia Martel,Lucrecia Martel,Members of an indigenous community in Argentina dedicated to grazing cows claim the acres of land from their ranch appropriated by the local landowner illegally.,12,leguas,2015
54,-,Vihaan Natarajan,-,-,-,dil say,2015
55,-,Showy Lin,-,-,2,go lala go ii title sequence,2015
56,,,,,,vader,2015
57,-,Corentin Camplong,Corentin Camplong,"Sofiane, Ivan, Pierre and Mouss all have a different past. They will meet on the same day at the same time on the subway.",9,quelques gouttes suffisent,2015
58,-,Jana Younes,Jana Younes,"A paranoid father embarks on a dance with his belated wife. His daughter witnesses it all. Set in a realm of sensational language, The family engages in a virtual conversation of love, loss and the impossibility to forget.",14,and so do i,2015
59,-,Talor Ohana,Talor Ohana,-,-,the seventh soul,2015
60,,,,,,grace,2015
61,-,Michael Jenkins,"['Chanelle Bernard', 'Michael Benjamin', 'St Louis', 'Delano Gournet Moore']",-,-,grade,2015
62,-,Bianca Catbagan,Bianca Catbagan,-,-,paraluman,2015
63,-,"['Torbj Berg', 'Per Wickander']","['Torbj Berg', 'Per Wickander']","Set in the small community ancient pride, Hotel Esplanad. A hotel in Etelhem in the middle of Gotland, which has not been in use since the 30th century. Inside, among dust and dead flies, time has stood still. Now, the eroded environments are taken and brought to life by colourfu... Leer todo",26,hotel esplanad,2015
64,-,Daniel Alvarenga,-,-,-,affekt,2015
65,,,,,,leaving,2015
66,-,Maximilian Zammit,"['Craig Helfer', 'Maximilian Zammit']",God and Lucifer decide to play a game to see who has the most influence on a troubled youth named Chris.,10,religame,2015
67,-,Parlav Chaudhary,-,The following film is a sarcastic take on the social issue of drinking and driving in a light and symbolic way without actually showing any kind of accident or blood and gore.,-,ghanta (psa),2015
68,-,Yuvraj Thakur,Yuvraj Thakur,-,-,filling in the blanks,2015
69,-,Kendall Christianson,Kendall Christianson,"'Whence Cometh Evil is an experimental short film created by Kendall Christianson. It outlines in flashy, colorful detail the problems with the American political system in only two minutes.",2,whence cometh evil?,2015
70,-,Sharon Burrell,Allie Costa,-,20,glitter and smoke,2015
71,7.5,"['Jared Jacobsen', 'Pia Thrasher']",Pia Thrasher,"The Appointment - A dark comedy short, starring Pia Thrasher and Mike Burnell, Ary Hernandez and Glen Roberts. Paul, a seasoned hitman, receives an invitation to meet his boss in person, a very rare opportunity. His excitement is diminished when he meets Alex, an ambitious hitwom... Leer todo",9,the appointment,2015
72,-,Vladislav Kovalyov,Vladislav Kovalyov,"A group of teenagers riding in a car for a picnic. On the way, one of the guys accidentally shoots a kidnapped girl from a car overtaken on the phone. The guy decides not to tell anyone anything, and soon terrible things start happening to him.",25,plyaska smerti,2015
73,,,,,,brick,2015
74,-,Gergely Mózes,Dávid Kovács,-,11,ponty,2015
75,-,Rockeshh Reddy,Rockeshh Reddy,-,-,dirty picture,2015
76,,,,,,abduction,2015
77,-,['Guilherme Sadeck Cunha'],['Guilherme Sadeck Cunha'],"Due to a complicated relationship, a man vents his troubles.",4,incapaz,2015
78,-,Ricardo Urueta,Ricardo Urueta,A daughter taking care of her father who is ill but very abusive.,-,cariño mío,2015
79,-,Ismayil Zeynalov,"['Ramiz Rovshan', 'Ismayil Zeynalov']",-,-,23: sen cavabla,2015
80,,,,,,the moment,2015
81,,,,,,"like father, like son.",2015
82,-,David Melendez,David Melendez,-,7,bullshit,2015
83,-,Rodrigo Reinhardt,"['Fernanda Denuzzo', 'Rodrigo Reinhardt']",-,-,o curto adeus,2015
84,-,Rahma Nurlindasari,Rahma Nurlindasari,The film depicts the daily life of a grandmother in the kitchen cooking with a traditional furnace. The grandmother impaired health because of smokes that often inhaled while cooking. She felt ill and soon after being hospitalized died. The Granddaughter felt lonely and lost afte... Leer todo,5,grandma's stove,2015
85,-,['Edward Rieber Mohn'],['Edward Rieber Mohn'],"During the Holocaust, 50,000 gay men were placed in the Concentration Camp, identified by a Pink Triangle on their chest. After the war, the arrest orders were sent out to all of the ""Allied Countries"" resulting in their freedom being taken away once again. This film is dedicated... Leer todo",-,the return of the pink triangle,2015
86,-,Rebecca Selle,Rebecca Selle,-,23,tag x,2015
87,-,Balendra Kaler,Balendra Kaler,-,-,i am rebel,2015
88,-,['Victor Araneda Jure'],['Victor Araneda Jure'],Sarah is an ordinary woman with a surprising new job. She accidentally got herself hired as a hostage interrogator and her first assignment is not forthcoming. Her inexperience will make this interrogation go from bad to worse.,9,debut,2015
89,-,Alix Lepienne,"['Alix Lepienne', 'Hubert Selby Jr']","The most notorious of the stories in Hubert Selby's ""Last Exit to Brooklyn"", published in 1964, is that of the young prostitute, Tralala. Born into Brooklyn's underclass, a tragic lost woman, who roam the streets, the hoods and the bars, for a grain of attention. She totally fail... Leer todo",5,tralala,2015
90,-,Philip Asaad,Philip Asaad,-,-,proud,2015
91,-,Alve Lindenbaum,Alve Lindenbaum,A narrow hallway at a home party and a desperate search for contact. A short story about creating an independent space when you're totally focused on getting someones attention.,7,steg,2015
92,-,['Jianna Maarten Saada'],['Leif Eric Johnson'],-,-,ghost star,2015
93,-,['Agustina S Gavier'],['Agustina S Gavier'],"""The Storm"" - Feli and Lali prepare and act out an improvised performance in a limited space.",6,das gewitter,2015
94,-,Marcos Seneor,Marcos Seneor,-,8,macapá,2015
95,-,Theodor Boia,"['Ana Badea', 'Theodor Boia']","Young Ioana's life is completely changed when, in an empty coffee shop, she meets a mysterious figure named Angela.",-,angela,2015
96,-,Ray Goldberg,"['Ray Goldberg', 'Paige Wood']",-,-,dragging it out,2015
97,-,['Kam Hei Chan'],"['Kam Hei', 'Chan Wing', 'Yiu Wong']","In order to fulfill the expectation of her mom and her grandpa, Nam is raised as a boy since she was born. She dresses like a boy every day before going to school, gets changed back to a girl's uniform, and puts on a boy's outfit before heading home. Her hysterical mom anticipate... Leer todo",24,conditioned,2015
98,-,['Sin Yan Law'],['Sin Yan Law'],"What constitutes a ""disadvantaged youth""? Man Hang did have noble and lofty goals for his life after graduation, but they were quickly crushed by the harsh reality of life. Working an unglamorous job at a warehouse along a colleague with autism, Man Hang was bullied by his boss w... Leer todo",25,and afterwards,2015
99,-,['Kin Ho Poon'],['Chung Yan Szeto'],"Angela has no doubt that ""one of these days, father will come back from the outer space to take her away because he is an alien."" This thought was instilled by Angela's mother who committed suicide due to severe mental illness. Ever under the watchful eyes of her grandmother and ... Leer todo",20,an indigo,2015
100,-,['Mei Fung Lui'],"['Mei Fung', 'Lui Kwan', 'Sin Shum']","Lai Ha, once a notorious mob boss, has always been strategically planning the career of her only son Yan. It is however never in Yan's intention to follow her mother's footsteps - instead he aspires to be a filmmaker. As a mob, Yan is highly incompetent, and his disappointing per... Leer todo",24,where's the head?,2015
101,,,,,,two of us,2015
102,-,Lih Janowitz,"['Lih Janowitz', 'Anja Tuckermann']",-,6,am bahnhof zoo,2015
103,6.0,Karin Pennanen,Karin Pennanen,-,19,om vägar,2015
104,-,-,-,Reparto principal,-,the curfew,2015
105,-,Vid Steh,"['Rok Sifrer', 'Vid Steh']",Two brothers try to fix their broken relationship after their parents death.,7,sporazum,2015
106,7.8,-,-,Disconnected is an anthology series about relationships in the digital age. Part of Elite Daily's Artist Residency project.,-,disconnected,2015
107,5.8,Brandon Deyette,Brandon Deyette,"On a Sunday afternoon in July, eight people's lives become connected and forever changed by the choices one man makes. As these characters' lives intertwine within the film we discover one of them is HIV positive and how their individual choices affect more than just those closes... Leer todo",76,proxy,2015
108,-,William Vale,William Vale,-,-,froggy night,2015
109,,,,,,cold,2015
110,-,Karen Withem,"['Bina High', 'Karen Withem']",-,7,a rude awakening,2015
111,-,Katherin Hussein,Katherin Hussein,An older brother uses his imagination to shield his younger sister from their toxic family dynamic.,12,go far,2015
112,-,Sergey Arutynyan,"['Sergey Arutynyan', 'Andrey Rubanov']",-,18,secret video,2015
113,,,,,,domani,2015
114,,,,,,maa,2015
115,-,['Meja L Shoba'],['Meja L Shoba'],14yr old Tumi searches for manhood in the wrong places. His bad luck quickly changes after running into Pearl.,14,dear pearl,2015
116,6.8,Jon Turteltaub,Spenser Cohen,A recently widowed father and his 2 daughters who stopped at a hotel for a night have to solve the mystery in order to leave.,-,stay,2015
117,-,['Carrie Lee Martz'],"['Edwin Huang', 'Ruthy Stapleton']",-,-,picture perfect,2015
118,-,['David S Murga'],['David S Murga'],-,13,exánimes,2015
119,-,['David S Murga'],['David S Murga'],-,13,stegna,2015
120,-,['Jing Jessie Guo'],['Jing Jessie Guo'],-,-,love at first sight,2015
121,-,Hai Rihan,Hai Rihan,"When a broken family is caught up with breaking news, teenage angst can mean serious danger.",5,breaking news,2015
122,-,Iago Barrado,Julia Castro,-,-,cartas a la memoria,2015
123,,,,,,madre,2015
124,-,Trent Welstead,"['Kyle Mc', 'Laughlin Trent Welstead']","Sam and Colin embark on a mission to end mass shootings, but their tactics feature a rather unconventional approach to resolving the escalating, societal crisis.",39,a glory revealed,2015
125,-,Trico Fullerton,Trico Fullerton,-,-,midnight brawl,2015
126,,,,,,other side,2015
127,,,,,,crossing,2015
128,-,Humberto Vallejo,Humberto Vallejo,-,21,mi memoria está llena de gatos,2015
129,-,Luciano Chungong,-,-,-,the glance,2015
130,,,,,,"blink, a tragic tale",2015
131,-,Omar Moujaes,Omar Moujaes,"An old woman, LAYLA (70), encounters a hallucination of her dead brother, MARK (18), who persists on annoying her with his fascination with the planet Saturn. He describes the beauty of the planet to her through playful tricks like walking on water, while trying to loosen Layla's... Leer todo",27,enceladus,2015
132,-,"['Alex Gabassi', 'Rafael Gramp', 'Manuel Nogueira']",Felipe Braga,-,-,romeo reboot,2015
133,-,Marc di Domenico,"['Chloe Pangrazzi', 'Marc Domenico']","Lila, Boris, Simon and Chiara live like all the young French people of their generation. Between lack of perspective and space, they seek to make a living with the small pieces they find.",26,housewarming,2015
134,-,Omar Moujaes,Omar Moujaes,"After AYZEBEL is denied entrance to eleven hospitals, her family finds an elderly home. Her lungs have inflated, and due to her insurance status, she is unable to receive any oxygen. Her parents, ELIAS and MARIAM, conflicted with what the best option is, encounter AMAL, the head ... Leer todo",15,ayzebel,2015
135,,,,,,joanna,2015
136,-,['Irina Octavia Andronic'],['Irina Octavia Andronic'],-,-,"find me, keep me, love me",2015
137,-,['Ann Britt Pedersen'],['Ann Britt Pedersen'],-,-,et gammelt piano,2015
138,7.6,Prime Cruz,Jenilee Chuaunsu,Gem and Barry are two lonely people who can't sleep. They spend hours lying awake while everyone else is asleep. They are both stuck in a rut working dead-end jobs at a call center. Gem can't seem to let go of a stifling relationship while Barry can't get over a great loss. They ... Leer todo,-,sleepless,2015
139,-,Lauren Tamke,Lauren Tamke,-,34,haunters,2015
140,-,"['Ste Bergin', 'Gabby Ellison', 'Lukas Vitkauskas']","['Ste Bergin', 'Gabby Ellison', 'Lukas Vitkauskas']",-,-,revolution c,2015
141,-,['James D Meyer'],['James D Meyer'],Can we see behind the homeless face to have compassion for the person who finds themselves living on the street?,11,diamond in the rough,2015
142,6.1,Robert Aquino,Robert Aquino,"Kevin, a recently single twenty-something living in Brooklyn, spends his days and nights drowning out his thoughts with booze and sex. He cruises through the neon-drenched nights looking for stimulation and closure, only to find that everything reminds him of his previous failed ... Leer todo",20,catharsis,2015
143,-,Saskia Sá,Saskia Sá,-,-,exílio,2015
144,-,['Cody Andrew Whealy'],['Cody Andrew Whealy'],"A low-income man is just trying to enjoy his day off on an epic winter snowy day, but then his boss calls. What unfolds is the worst morning ever.",10,syringa,2015
145,-,"['James D', 'Meyer Sara Meyer']","['Ted Cox', 'James D', 'Meyer Ivana Simova']",-,42,the lost sons,2015
146,-,['Ian Walker Hendry'],"['Ian Walker', 'Hendry Michael Nimmo']",A tourist takes an audio guide tour of the iconic city of Carcosa.,6,carcosa,2015
147,-,['Richard Greenwood Jr'],"['Richard Greenwood', 'Jr Collin Watts']",Milo is forced to discover the truth of his betrayal in this twisted Groundhog Day scenario.,8,engrossed,2015
148,-,['Fernanda Sales Rocha'],['Fernanda Sales Rocha'],"In an upper-class gated community, a boy was violently attacked by the dog of a couple of residents. Therefore, his parents discuss the need to apprehend or sacrifice the animal.",15,mancha de sangue no porcelanato,2015
149,-,Mila Prates,Mila Prates,-,-,o voo da borboleta,2015
150,-,-,-,The day to day work of the people behind the scenes and down the glamour scale in a movie set.,22,fora de quadro,2015
151,-,Ximin Yu,Ximin Yu,-,-,a dog day night,2015
152,-,Florin Calin,-,-,25,evenimentul zilei,2015
153,-,['Daniel Sanz Sarr'],['Hugo L Sarr'],-,20,renacimiento,2015
154,-,Ethan Prus,Ethan Prus,An artist becomes increasingly apathetic over his work.,1,the artist,2015
155,-,Luca Rovello,"['Julie Besnier', 'Ethan Boury', 'Samuel Helfrik']",-,15,"c'est rien, je suis tombée",2015
156,-,['Gabriel Anthony Herndon'],['Gabriel Anthony Herndon'],"On the edge of a mental collapse, an employee struggles to get a raise for her medication.",-,neurotic,2015
157,-,Conrad Mericoffer,Conrad Mericoffer,"Victor Rebengiuc is an unknown actor from Bucharest. He is called to audition for a ""miracle lotion"" commercial. A satire about the actors' problems in Romania.",12,casting call,2015
158,-,José Negrete,José Negrete,-,-,mensajes de antonio,2015
159,-,Rafa Oliver,Rafa Oliver,-,-,punto de partida,2015
160,5.9,Kerstin Ahlrichs,Karen Duve,"Hamburg, mid 80s, ALEX is a cabby. The sound is hard, pubs are dark and loud, people constantly argue about anything and everything, people smoke all the time, and not just cigarettes. Alex wants love and freedom and sleeps with DIETRICH. It's far from being love, but the sex is ... Leer todo",94,taxi,2015
161,-,Gabriel Savignac,-,-Louise loves her son and will do anything to protect him until tension between him and an older work colleague threatens their relationship.,10,ma lionne,2015
162,-,Wislan Esmeraldo,Wislan Esmeraldo,-,22,para minha mãe,2015
163,-,"['Gabriel Ariza', 'Carlos Marin Fernandez']","['Noem Guerra', 'Elisa Vicedo']",-,-,osculum mortis,2015
164,,,,,,railway,2015
165,-,Brian Lawes,Brian Lawes,"After giving up on his family, an estranged son seeks to reconnect with his father and brother.",26,home again,2015
166,-,Ashutosh Jha,Ashutosh Jha,-,-,dushchakra: vicious circle,2015
167,,,,,,mia,2015
168,-,Stephen Portman,-,-,3,bon-zo,2015
169,-,Tatyana Dogileva,Tatyana Dogileva,-,-,horizont,2015
170,-,Daniel Stilst,-,-,-,infidèle,2015
171,-,Pratik Hamand,-,"Days in the life of a happy-go-lucky youth who strives to fight a haunting, unpleasant memory.",24,five days,2015
172,-,['Danni He Ault'],['Danni He Ault'],"A middle aged Chinese business man Mr Zhang decides to come to Australia to visit his recently graduated daughter Annie. Is he ready to know his daughter is in a relationship with an Australian man, Michael? On a dinner table, Annie's secret is no longer hidden. And, as Annie had... Leer todo",11,mr zhang comes to australia,2015
173,-,Patrik Krivanek,Patrik Krivanek,-,-,maminko,2015
174,-,Jonathan van Tulleken,-,-,2,date #1: heart,2015
175,,,,,,forgotten,2015
176,,,,,,black mountain,2015
177,-,Derek Morales,-,-,-,kalakal,2015
178,-,John Giordano,John Giordano,Two friends embark on a journey of senses by blending with the edges of nature.,4,falling as we grow,2015
179,,,,,,the butterfly,2015
180,-,Pieter Verlaak,Pieter Verlaak,-,-,joey,2015
181,-,Ky Kenyon,Ky Kenyon,A guy wakes up on the side of the street and doesn't know where he's at. As the pieces start coming together something happens.,-,relapse,2015
182,-,Sterling Knight,"['Analu Cruze', 'Sterling Knight', 'Maia Posten']",-,-,morpheum,2015
183,-,Walt Hermosa,Walt Hermosa,A young boy tries to get a job as a movie critic.,15,edad ante mente,2015
184,-,Rahul Chakraborty,-,"Sometimes in life, you just have to be strong. This is what the song tells you about, with the Singer Neerja Joshi and Music Director Rajatabh Banerjee.",-,soch,2015
185,,,,,,moments,2015
186,-,['Justin Blake Webber'],['Justin Blake Webber'],"After a tragic loss, a young man can not let go of his imaginary friend. Until one day, he meets the person who change all of that for him.",8,imaginary friend,2015
187,,,,,,sound of silence,2015
188,-,Domini Marshall,Domini Marshall,"A young girl, after sneaking into her older sister's bedroom, hides to avoid being caught and witnesses an event that forces both sisters to confront their vulnerability.",6,purple,2015
189,-,Sean Addo,Sean Addo,"In a search for a mate, a grim reaper finally meets his equal but must pay a deadly price for a chance at love.",5,a grimm tale,2015
190,,,,,,the gates,2015
191,-,Timmi Davis,-,-,13,ont est ensemble,2015
192,-,Victor Lopez,Victor Lopez,-,14,cenycienta 2014,2015
193,-,['Daniel Su Rubini'],['Daniel Su Rubini'],A poetry story about the homesickness of being far from home.,-,tornar,2015
194,-,Louis Cox,Louis Cox,-,-,i'm trying vol. 1,2015
195,-,Bruno Autran,Bruno Autran,A VISUAL AND SOUND POEM ABOUT A MAN AND HIS TIME. A MAN IN THE TIME. TIME FROM THE MAN.,3,deja vu,2015
196,-,Carlos Macagi,Carlos Macagi,-,-,hidrofobia,2015
197,-,Julien Arnal,-,-,6,dans ton regard,2015
198,-,Jasmina Cibic,-,"A Nation Builder, a Pragmatist, a Conservationist and an Artist/Architect become a reflection of ideological deliberation facing a practical scruple.",15,tear down and rebuild,2015
199,-,['Luis Girarde Rosa'],-,-,5,atenção: isto pode ser um poema,2015
200,-,Violeta Birla,Violeta Birla,-,-,la perla,2015
201,-,['Melanie Clarke Penella'],-,-,-,stand for it,2015
202,-,['Diep Hoang Nguyen'],['Diep Hoang Nguyen'],"In a near-future, humanity finds itself devouring the world and themselves into extinction.",13,"ai con song, gio tay len!",2015
203,-,['S Cagney Gentry'],['S Cagney Gentry'],An aging man in the Appalachian Mountains faces the loss of routine and solitude.,133,harvest,2015
204,-,['Alexandre Bertella Rodrigues'],['Alexandre Bertella Rodrigues'],-,-,o almoço,2015
205,-,Omar Belkacemi,Omar Belkacemi,"Redouane, an Algerian journalist and writer living in Europe, decides to go back to his native country in order to write on several cases of suicides which were the result of the great number of dismissals of many workers during the 1990's.",37,lmuja,2015
206,-,Alaa Hikal,Alaa Hikal,"Shadi teenager who lives with his father, fails to keep up with one of his colleagues in writing poetry. He served on the theft of a camera after seeing his colleagues are trying to take a picture of him.",19,lonely fighter in the zone,2015
207,-,Rim Mejdi,Rim Mejdi,"The adventure of a woman out of town,in unknown territory meeting strangers.",18,en dehors de la ville,2015
208,-,"['Komla Amenti', 'Pr Aziaka']",Préféré Aziaka,"Massan has been suffering from stomach pains for a few months. Her husband, a motorcycle taxi driver, cannot afford her medication. In despair, he decides to sell their TV, the only luxury they have.",13,la douloureuse,2015
209,,,,,,fragile,2015
210,1.0,['Chris Mc Donald'],['Chris Mc Donald'],"A young man finds out that he has a child on the way, and feels he needs to choose between his circle of friends and his new responsibilities, as he takes time to reflect on the situation. Starring Ed Cavalieri(Credited as Ed Copeland), Sonya Alalibo, Dale McMillan, Jean-Luc Harr... Leer todo",3,dilemmas,2015
211,-,Leo Montiel,Dave Fisher,-,20,the salesman,2015
212,-,Ciro Visco,-,-,-,schiavo d'amore,2015
213,,,,,,beyond the river,2015
214,-,Ian Mrak,"['Ian Mrak', 'Lauren Treat']",Firefly is a 3D animated short film that shows us the origin of why the moon shines at night. We follow a young spirit as he leaves his dark world behind and discovers what's just out of sight.,4,firefly,2015
215,-,Zachary Ayotte,"['Zachary Ayotte', 'Thessalie Laviolette Brassard']","Fresh out of high school, Antoine enters a music program in college and befriends a good-looking young man who may prove to be a bad influence.",11,lapsus,2015
216,,,,,,sinking,2015
217,-,Behrouz Bagheri,Behrouz Bagheri,-,21,k9,2015
218,-,Christina Profit,Christina Profit,-,-,cornered,2015
219,-,Miguel Ángel Muñiz,Miguel Ángel Muñiz,-,8,dudas,2015
220,9.2,Sadri Jemail,-,"Dawn is breaking, a man is reading a letter, a fishing boat comes in from the open sea. A woman searches for a face in a crowded street. A woman gathers clothes, a girl looks for a response. An empty chair. The soft murmur of the waves.",17,un conte contemporain,2015
221,-,['Alejandro Iglesias Mendizabal'],['Alejandro Iglesias Mendizabal'],-,-,el humo denso que nos oprime el pecho,2015
222,5.6,['J J Alani'],['J J Alani'],"Haunted by a tragic past, Shahrzad, a stunning music student, flees her homeland and ends up in an estranged marriage in Los Angeles, where her piano teacher's lover sparks a passion in her that threatens to destroy everything.",101,beyond paradise,2015
223,9.0,Sélim Gribâa,Sélim Gribâa,"Hsan, an unemployed man in his fifties, has been looking for work for quite some time, but without success. On his wife's insistence, he decides to go and see Ammar, a local politician, to ask for help. Ammar agrees to find him a job under one condition: that he paints his house ... Leer todo",30,loun el-barka,2015
224,-,Beru Tessema,"['Napoleon Dozier', 'Beru Tessema']",-,-,verse,2015
225,,,,,,kod,2015
226,-,Danielle Dunnigan,Danielle Dunnigan,A YOUNG GIRL COPES WITH NEGLECT.,10,take care,2015
227,-,Josh Herum,-,-,-,a divine coincidence,2015
228,-,Jonatas da Silva,-,-,-,chocolate pudding,2015
229,-,Srdjan Markovic,Srdjan Markovic,-,12,nemoj mi otici,2015
