,0,1,2,3,4,5,6
33,-,['Gary Wong'],"['Jessie Nixon', 'Gary Wong']","Remnants is an experimental piece that explores the poetic narrative. After the world has collapsed, Sze picks up his grandfather's diary and goes through the forest accompanied by two guys who don't see eye to eye. They are holding on to their remaining memories of the adult world to try and comprehend the current situation - shot in a studio, the film creates a drea... Leer todo",10,remnants,2010
34,-,['Xi Yu'],"['Xi Yu', 'Yaping Xu']","In Lei Gu Town in Sichuan, Xu who lost his wife during the 2008 earthquake is ready to get married again. His hesitation arises when he sees that his teenage daughter Shan is not yet ready to move on. Shan goes for a walk to landslide dam for a moment of solitude. The dam was formed when landslide debris fell and destroyed a whole village. It is an aftermath of the qu... Leer todo",28,broken but new,2010
35,-,['Ho-Yin Ng'],['Ho-Yin Ng'],"A mistake at the hospital cost a life and a young woman sits on the rooftop and wants to kill herself. Who is to be blamed? The rigid system or indifferent people? For Ng Ho Yin, there is no simple explanation. Adopting a bold approach, he reconstructs the incident in an unconventional order to highlight different individuals personal experience. By doing so, he is al... Leer todo",20,meeting of the half moons,2010
36,-,['Vicky Wong'],"['Chi-Kin Hui', 'Vicky Wong']",A photo journalist's quest for precision can go so far that it is hard to tell whether the human has become a machine or the machine has acquired a desire of its own. Cheung and his beloved Leica managed to captured a moment between life and death; the gaze from the subject haunts Cheung so much that he loses the strength to take another photo. Based on the true story... Leer todo,30,the decisive moment,2010
37,-,['Kin-Pong Leung'],['Kin-Pong Leung'],"Security guard Cheung is a loving father who takes good care of his children. As his kids grow older, they have their own lives and that leaves Chueng feeling lonely. He displaces his fatherly love onto his colleague Sheung's young children instead. This innocent act, however, makes his daughter suspect that Cheung and Sheung are having an affair and a small incident ... Leer todo",29,the ripple,2010
38,-,['Duanyang Zhang'],"['Sunny Chen', 'Duanyang Zhang']","Due to the one-child policy in China, Xian Xian has a rather lonely childhood. Either she listens to her mother's nagging, or she goes to play with her friend Fang Bo at deserted railways and factories. Those who were born in the 90s and have experienced drastic socio-economic changes over the ears will find this film very relatable. Out of a sense of insecurity, Xian... Leer todo",30,a tale of two cities,2010
39,-,['Dany Campos'],['Dany Campos'],-,14,clara. el mar,2010
40,-,['Kenan Mansur Dogru'],-,-,-,çember,2010
41,-,['Jonathan Wilhelmsson'],['Jonathan Wilhelmsson'],An offbeat documentary about society's unsung heroes: the lampposts.,7,a light that never fades,2010
42,-,['Dan Allen'],['Dan Allen'],"When a young girl awakes with no memory, and finds herself in a strange cottage in the middle of nowhere.",7,amnesia,2010
43,-,['Alessandro Porzio'],['Alessandro Porzio'],-,-,vagina,2010
44,-,['Alexander N'],-,-,6,next stop california,2010
45,-,['Sinan Göksan'],['Omer Genc'],-,3,geri dön,2010
46,-,['Evan E. Hewitt'],['Evan E. Hewitt'],In the aftermath of the father's death in a tragic surfing accident. Seth and his mother Celia are left emotionally and financially devastated. Celia is overwhelmed just to keep food on the table when she decides to take every cent the have and spend it on a surfboard for Seth.,16,paddle out,2010
47,-,['Kevin Nguyen'],['Somer Hoke'],"Memory is elusive for Kyle, a returning Vet, emotionally wounded, and home from the war. But Jenna struggles to love him again despite Kyle's quirky use of Tom Hanks movie lines to recall his friends and family.",-,war at home,2010
48,4.6,-,-,Reparto principal,-,jonah hex: behind the scenes ~ b-roll 2,2010
49,-,['Daniel Casparis'],"['Daniel Casparis', 'Rahel Grunder']",-,6,letzte runde,2010
50,-,-,-,Reparto principal,6,jonah hex: behind the scenes ~ b-roll 1,2010
51,-,['Dave Reeve'],-,-,12,the piano tuner,2010
52,-,['Stefan Kubicki'],['Max Hoever'],-,12,lot,2010
53,-,['Mirlan Abdykalykov'],"['Ernest Abdyjaparov', 'Gaziz Nasyrov']",-,20,pencil against ants,2010
54,6.8,['Matthew Mawkes'],['Matthew Mawkes'],"Daniel is at breaking point. He hates his job and the drudgery of his daily life. He comes home only to lock himself away from the world in a vain attempt to relax, and the neighbors are starting to get on his nerves. One lonely night an intruder enters his house - and he must come face to face with everything he fears.",20,the stranger,2010
55,-,['Manu Delpech'],['Manu Delpech'],-,5,loss,2010
56,-,['Arian Sánchez'],-,-,-,viento desierto,2010
57,-,['Vit Fic'],['Vit Fic'],Finding Charlie Chaplin's lost film.,12,1914,2010
58,-,['Sophie Black'],['Sophie Black'],"On the opening night of a new play, Marianne (Lucy Hagan-Walker) is lost in thought. She has to decide whether or not to tell her co-star, Dorian (Edward McBride III) how she feels about him. A short film about first love, set within the world of the theatre. This film was originally made as the graduation piece for director Sophie Black.",5,the opening night,2010
59,8.8,['Mohamed Ben Attia'],['Mohamed Ben Attia'],"Over three periods of her life, a grandmother keeps repeating to her grandson the same apparently trivial story.",12,mouja,2010
60,-,['Jorge Delarosa'],['Jorge Delarosa'],"About a small town and it's ""curious"" inhabitants.",20,black,2010
61,8.0,['Najwa Slama'],['Najwa Slama'],"Skander, a young student has a relationship with his neighbor Lilia, a dynamic, modern girl who loves life. His sister Zeineb is traditional and conservative. Everything opposes the two sisters: for Zeineb, veil and prayer; for Lilia, fashionable clips and party. Until the day a marriage proposal falls. The two sisters then find themselves on the same ground: the defe... Leer todo",18,hira,2010
62,-,['Elena Maggioni'],"['Carla Chiarelli', 'Elena Maggioni', 'Marina Spada']",-,16,reato di vita,2010
63,-,['Vit Fic'],['Vit Fic'],A big decision can make you argue with yourself.,10,two heads,2010
64,-,['Alberto Carpintero'],['Alberto Carpintero'],-,3,pasión,2010
65,-,['Matthew Winkler'],['Matthew Winkler'],-,-,a good night to die,2010
66,-,['Kanika Dua'],['Kanika Dua'],-,-,colours in black and white,2010
67,8.3,['Mehdi Hmili'],['Mehdi Hmili'],"It is midnight in Tunis, the fragile fate of a couple falling apart. Malek, a poet without inspiration, meets up with his wife, a theater actress who acts out their life as on a stage.",29,li-la,2010
68,9.2,['Sarra Abidi'],-,A forty year old writer lives in an apartment alone with her cat for only company. Solitude and poverty have led her to feel that life has no importance.,26,le dernier wagon,2010
69,9.2,['Walid Tayaa'],['Walid Tayaa'],Hayet (40) is a widow whose 20 year-old son has left for Canada. She works as an telephone operator at a French call center located in Tunis.,18,el-eicha,2010
70,8.5,['Faten Hafnaoui'],['Faten Hafnaoui'],"Sarra, a war reporter and photographer abroad, is pursued by two men who want to recover documents which should not be published. She takes refuge in the house of her childhood where she meets her friend Khantouch, a former journalist.",16,esket,2010
71,8.5,['Bahri Ben Yahmed'],-,Amine (40) lives alone with his old mother who is ill and dying. He takes care of her every day. He lives in the anguish of losing her.,9,glaçons,2010
72,-,['Luiz Petuxo'],['Karinah G Frederico'],-,-,minha vida,2010
73,-,['Iván López'],['Iván López'],-,9,mientras anochece,2010
74,-,['Mohsen Elshwady'],-,-,-,under the turban,2010
75,-,['Miguel Ángel Muñiz'],['Miguel Ángel Muñiz'],-,2,ola,2010
76,-,['Mehdi Fard Ghaderi'],['Mehdi Fard Ghaderi'],-,18,gramophone,2010
77,-,['Stefanos Sitaras'],['Stefanos Sitaras'],A young woman makes a difficult decision about her future.,8,suction,2010
78,-,['Oskar Flach'],"['Alex Lane', 'Oscar Wilde']",-,-,the sum of our choices,2010
79,-,['Marita Lobler'],['Marita Malm'],-,14,tidens förräderi,2010
80,-,['Yazan Al Assadi'],['Firas Kredly'],-,-,"yes, but",2010
81,-,['Yim Linq'],['Yim Linq'],-,5,better place,2010
82,-,['Phi Van Le'],['Phi Van Le'],-,15,along the way,2010
83,-,"['Da', 'Fol Charlotte Leclerc']","['Da', 'Fol Charlotte Leclerc']",-,14,n'en parlons plus,2010
84,-,['Bonnie Foster'],['Bonnie Foster'],-,6,this box is my heart,2010
85,-,-,-,Ver la información de la producción en IMDbPro,34,solo,2010
86,-,['Ridha Tlili'],['Ridha Tlili'],"A young woman gets rid of her baby leaving it on a ferry boat She spends the day on the dock hoping a passenger will find him. At the same time, a man is looking for her.",17,bas bord,2010
87,-,['Amenallah Gharbi'],['Amenallah Gharbi'],"After completing his military service, Esghayer returns to his native village. But to his surprise, he finds him plunged into chaos following large floods. Esghayer searches for his father amidst the crowds and ruins but cannot find him. However, he learns that his father has taken refuge in a shelter on the top of a nearby mountain. Esghayer then begins an initiatory... Leer todo",18,la boue,2010
88,-,['Homeida Behi'],-,Sarah returns to Tunisia after being away for a few months. Her grandfather is ill and his health has deteriorated since her last visit.,12,al-onchouda al-akhirah,2010
89,-,['Cédric Zaroukian'],['Cédric Zaroukian'],-,15,waterside,2010
90,-,['Mohamed Ikbel Chakchem'],['Mohamed Ikbel Chakchem'],"7-year-old Khaled comes from the city of Tozeur in the Sahara. He is a lively and adventurous boy, very different from his neighborhood friends. He is obsessed with one thing: to find the oasis in his town.",14,asafer lemdina,2010
91,-,['Faten Hafnaoui'],['Faten Hafnaoui'],"Mr. Hamda, the director, is in a hurry to hand over the tape for a very special screening. Amel, the editor, does everything to save this project from the hands of the censors.",12,m'kass,2010
92,-,['Eugenio di Fraia'],['Eugenio di Fraia'],-,-,yawp!,2010
93,-,['Huseyin Bulut'],"['Sezgin Akyol', 'Huseyin Bulut', 'Cem Saral']",It's a story about a group of teenagers who live in Eastern Black Sea where green and blue meets. The teenagers find themselves in the chamber of illegal events because of being unemployed and some social cultural reasons. In the end they finally realize that the best period of their life was when they used to play football all together but it's already too late to re... Leer todo,-,altipatlar tekkale,2010
94,-,-,-,Reparto principal,6,in deep internet,2010
95,-,"['Les Élèves du Lycée Claude Bernard', 'Gabriel Gonnet']",['Les Élèves du Lycée Claude Bernard'],-,15,kenny,2010
96,-,['Fredrik Mortensen'],-,-,-,väntrummet,2010
97,-,['Gigi Hozimah'],"['Rosana Bosanac', 'Gigi Hozimah']",-,10,blue sweater,2010
98,-,['Ben Leonberg'],"['Jade Lee', 'Ben Leonberg']",-,6,will you be mine,2010
99,-,['Chen-Nien Ko'],['Chen-Nien Ko'],"17-year-old Sheng is fascinated by photography. He not only takes photos but makes his own films. In fact, Sheng has been bullied by his schoolmates.",39,horse with no name,2010
100,-,"['Alonso Machuca', 'Daniel Rebolledo Parra']",['Alonso Machuca'],"After a failed police operation, Abel recovers from his injuries in a hospital. The monotonous rehabilitation is favored by several letters from an unknown character that involves Abel and his environment in a new recovery process based on affection.",29,recuperación,2010
101,-,"['Fleur & Manu', 'Fleur Fortune']",-,-,4,tricky: murder weapon,2010
102,-,['Viviane Ferreira'],['Viviane Ferreira'],-,7,mumbi7cenas pós burkina,2010
103,-,['Juan Manuel Fernandez'],['Juan Manuel Fernandez'],-,10,raíz,2010
104,-,['Johnny Serret'],-,-,-,favorite one by far,2010
105,-,['Óscar Gómez Gelado'],['Óscar Gómez Gelado'],-,5,dulce hogar,2010
106,-,['David Raynr'],"['Peter Compagno', 'Joseph Forest Riccobono', 'Ty Granderson Jones']","A short, delusional vigilante with a Napoleonic Complex discovers post-Katrina corruption in New Orleans.",30,napoleonic,2010
107,-,['Gregory J.M. Kasunich'],['Gregory J.M. Kasunich'],-,-,all night diner,2010
108,-,"['Laila Moinuddin', 'Oriana Zängerle']","['Laila Moinuddin', 'Oriana Zängerle']",-,14,amazonica,2010
109,-,['Sven Eric Maier'],['Sven Eric Maier'],An aspiring artist races through the city to hand in her portfolio at the art academy. Three episodes show three different outcomes of her journey.,10,alles wie immer,2010
110,-,['Scott Barbella-Landy'],['Scott Barbella-Landy'],-,17,pals,2010
111,-,['Lothar Herzog'],-,-,-,5 sehr kurze szenen,2010
112,-,['Dan Villanueva'],-,"Iris, a woman in her early 30's is a new mother suffering from a mental illness. What will she be compelled to do when her relationship with her partner breaks down just as she is trying to deal with her newborn child?",7,somewhere new,2010
113,-,['Antonio Gil Aparicio'],"['Antonio Gil Aparicio', 'Miguel Murillo']",-,-,90 días,2010
114,-,['Ludovic Coutaud'],['Ludovic Coutaud'],"It's Marie's birthday, also the day when her life will change forever.",12,bon appétit!,2010
115,-,['Jay Akin'],['Grant Fletcher Prewitt'],-,-,time thief,2010
116,-,"['Milan Balog', 'Yaroslav Chevazhevskiy', 'Bernd Pfingstmann']",-,"Directors from different countries in front of the Golden Drum participants created, shot and edited each their own short film on a topic »Adam&Eve « (N. Pohar), ""Bridget Jones& Mark Darcy"" (M. Balog), ""Romeo&Juliet"" (B. Pfingstmann), ""Bonnie&Clyde"" (Y. Chevazhevski). The topic was revealed to each director only 6 hours before the shooting begins. They all have the sa... Leer todo",-,final chapter (studio drum),2010
117,-,['Ludovic Coutaud'],['Ludovic Coutaud'],The unique and unusual encounter of two lonely souls.,27,le destin tragique de bernadette chérie,2010
118,-,['Giovanni Sole'],['Giovanni Sole'],-,9,la città dei cubi,2010
119,-,['Yaniv Linton'],"['Margarita Balaklav', 'Yaniv Linton']",-,24,tateh,2010
120,-,['Nicolas Piere'],['Nicolas Piere'],A young artist overcomes his fear of leaving his room.,4,sketch,2010
121,-,['Judy Zimbelman'],['Judy Zimbelman'],-,-,exit strategy,2010
122,-,['Céline Pourveur'],['Céline Pourveur'],"Michael, suffering from migraines, receives strange visits from Alice, her ex-girlfriend. Meanwhile, her boyfriend Eric is looking for her.",-,alice,2010
123,-,['Leo Herrera'],-,"Official music video for ""Marilyn"" by Amanda Lepore, featuring Cazwell.",6,amanda lepore & cazwell: marilyn,2010
124,-,['Leo Herrmann'],['Leo Herrmann'],A young executive returns to the place where he grew up to fulfill his late mother's last mission. Love will go beyond dimensions and realities to accompany the young man in his mother's last wish.,-,la raiz del alma,2010
125,8.0,['Ron Krauss'],['Ron Krauss'],"AMEXICA is the story of a young boy from Mexico who is sold by a human trafficking ring to two con artists from Los Angeles with a get rich scheme. They portray him as their son, extorting money from innocent people by risking the boy's life in staged automobile accidents. Trapped, alone with his captors, and unable to speak for himself, the boy decides to take his fa... Leer todo",23,amexica,2010
126,-,['Kyra Uniejewski'],"['Emma Huckstadt', 'Nelson Isava', 'Kyra Uniejewski']","Jamie DePaul begins a nursing internship at Three River Hospital, a mental institution. After forming relationships with patients for six months, she realizes her own battle with anxiety makes her more suited to being committed herself.",16,behind white walls,2010
127,-,['Steven Leone'],['Steven Leone'],-,44,misconception,2010
128,-,['Martijn Veldhoen'],['Martijn Veldhoen'],-,6,re-constructions,2010
129,7.5,['Josh Kasselman'],"['Josh Kasselman', 'Stephanie Lucas']",A talented but troubled modern dancer tries to regain her estranged daughter's love over a weekend at an upscale resort.,25,weekend,2010
130,-,['Dan Voltz'],-,-,6,just not right,2010
131,-,['Franck Espartero'],-,-,-,lágrimas al amanecer,2010
132,-,['Tangella Madhavi'],['Tangella Madhavi'],The story is about the losing battle of Penchalamma to retain her plot of land.,25,penchalamma,2010
133,-,['Chris Skotchdopole'],['Chris Skotchdopole'],"A young man plagued by his parents divorce and the strict presence of his mother's new boyfriend, finds comfort observing the life of his pet frog.",10,just smile,2010
134,-,-,-,Reparto principal,-,the one i love,2010
135,-,['Csongor Dombovari'],['Jean Racine'],-,-,phedre,2010
136,-,['Bernard Leprovost'],['Youcef Sissaoui'],-,-,c'est comme ça,2010
137,-,['Brice Duan'],"['Emmanuel Budillon', 'Brice Duan']","Martine lives with her younger brother Thomas, who suffers from a mental illness. One evening, Thomas commits the irreparable. Martine is torn between love and guilt and must answer questions from an investigator.",6,issue,2010
138,-,['Alexander Felix Rauscher'],['Alexander Felix Rauscher'],-,3,katarakt,2010
139,-,['Lucas Gutierrez'],['Lucas Gutierrez'],"A little girl comes to a field on the outskirts of the city, the girl is lost and says that she will leave when she finds the Nemoroso",-,el nemoroso,2010
140,-,['Laurence Vaissiere'],-,-,15,mephisto,2010
141,-,['Adama Salle'],['Adama Salle'],"Formerly, forced, we crossed the Atlantic to the Americas where we sang and danced in the cotton fields to soothe lashes or to amuse the white master - Today, willingly, we abandon our cotton fields and cross the Sahara to the land guilty to slavery: singing and dancing as the chained peasants of African White Gold.",20,l'or blanc,2010
142,-,['John David Thornton'],['John David Thornton'],An attraction is born when strangers Wendy and Mike meet on a park bench; but is there more to this encounter than meets the eye.,5,friendly face,2010
143,-,['Mynor H. Sosa'],['Mynor H. Sosa'],-,-,daddy's little princess,2010
144,-,['Mynor H. Sosa'],['Mynor H. Sosa'],-,-,clown shoes,2010
145,-,['Adrián Barrera Serván'],['Adrián Barrera Serván'],-,-,radiación,2010
146,-,['Charles Purdy'],['Charles Purdy'],A probate lawyer handles the will and testament of his recently deceased elderly clients and uncovers a shocking secret about their middle-aged son's unusual roots.,4,roots,2010
147,-,['Vijay Thota'],-,"Three specially challenged friends compete for the best musician, best singer and best painter contest.",7,the three special students,2010
148,-,['Mariusz Wirski'],"['Wanda Dittrich', 'Mariusz Wirski']",-,22,mdlosci,2010
149,-,"['Bernardo Mangaravite', 'Daniel Russell Ribas']",['Daniel Russell Ribas'],-,10,o cigarro,2010
150,-,['Antoine Lareyre'],-,-,-,untitled short film,2010
151,-,['Miguel Bardem'],['Miguel Bardem'],-,-,¿qué os parece si me pongo el pijama?,2010
152,-,['Ciro Ayala'],['Ciro Ayala'],-,4,sunlounger - breaking waves,2010
153,6.8,['Gary Perez'],['Gary Perez'],"A father and son, both down on their luck, attempt to present themselves as prosperous to one another.",-,apples,2010
154,-,['Remton Siega Zuasola'],-,"A Chef is held responsible for the food poisoning of several foreign dignitaries. That night, after putting his daughter to bed, he caresses the favorite curtain of his recently deceased wife.",-,kurtina nga pula,2010
155,-,['Landon Kazakoff'],['Landon Kazakoff'],-,3,war torn,2010
156,-,['Bertrand Remaut'],['Bertrand Remaut'],-,-,joue le je,2010
157,-,['Sian Astor-Lewis'],['Sian Astor-Lewis'],"A psychoanalytic session descends into madness as a young man and his therapist discuss guilt, obsession and neurosis.",14,deflate,2010
158,-,['James Haruo Forbes'],['James Haruo Forbes'],-,38,eye for a tooth,2010
159,-,['Gurnir Singh'],['Gurnir Singh'],-,5,free kick,2010
160,-,['Javier Ideami'],['Javier Ideami'],"A man hides in a building from an army that is searching for him (The army represents his Fear). He reaches a window and prepares to commit suicide as he feels there is no escape from his situation; In those last moments the man doubts if he is to jump or not, and inside his mind he tries to imagine what his future would be in a final attempt to seek out any hope beyo... Leer todo",15,la última cena,2010
161,-,['Dana Jordan Rothschild'],['Dana Jordan Rothschild'],A cinematic retelling of Edgar Allen Poe's 'The Raven'.,10,the raven,2010
162,7.8,['Andrew Oh'],['Myron Kim'],A successful attorney comes face to face with a figure from his dark past. Their meeting leads to a fateful decision where the lines of right and wrong no longer exist.,22,the debt,2010
163,7.8,['Saman Yaghmai-Aledavoud'],['Saman Yaghmai-Aledavoud'],"""The Old Car"" is about how a seemingly simple, mundane object can make us travel back in time, reliving our memories as if we had stepped out of a time machine. It is a drama-comedy about Charles, a lonely middle age man, who sees his first owned car parked in the street and eager to relive his memories tries to persuade Alyssa, the twenty-something year-old current o... Leer todo",10,the old car,2010
164,-,['Dana Jordan Rothschild'],['Dana Jordan Rothschild'],A French Count searches for his missing wife in this homage to the films of Jean-Luc Godard.,6,somewhere in france,2010
165,-,['Sean Hunt'],['Sean Hunt'],"A young woman (Lauren Meyer) finds herself leaping between two worlds - one is real, one is not.",8,love real,2010
166,5.4,['David Martín Porras'],['David Martín Porras'],"The customs of an American airport places a mother and her son in a revealing situation when his luggage is inspected. Forced to deal with their past, they come to a point where lying to each other is no longer an option.",11,ida y vuelta,2010
167,-,"['Mathias Montavon', 'Marianne Thivillier']",-,-,25,"demain, les chiens",2010
168,-,"['Lucas Barbi', 'Juruna Mallon']","['Lucas Barbi', 'Cristina Fernández', 'Juruna Mallon']",-,8,c'est beau un elephant,2010
169,-,['Mark William Chambers'],['Mark William Chambers'],-,6,josephine,2010
170,-,['Shaneel Reddy'],['Shaneel Reddy'],"Chester finds himself alone, and his split mind persuades him to shoot up.",3,the fix,2010
171,8.8,"[""Renée O'Connor""]","[""Renée O'Connor""]","A man and his estranged sister battle against each other, their Father, and ultimately their self, as they look back on their childhood trauma, seeking forgiveness and ultimate freedom.",17,words unspoken,2010
172,6.7,"['Dennis Cabella', 'Marcello Ercole', 'Fabio Prati']","['Dennis Cabella', 'Marcello Ercole', 'Fabio Prati']","Huge plains of waste cover every corner of the Planet. Toxic gases make the air unbreathable. Acid rain poisons the water. Global warming make the surface uninhabitable and hostile. The Earth is dead. And the process is not reversible. But Mankind, thanks to its intelligence, gave life to its greatest invention, and is now free again to choose a ""perfect"" life inside ... Leer todo",17,pathos,2010
173,-,['Antonio Rui Ribeiro'],['Antonio Rui Ribeiro'],-,-,catching the bus,2010
174,5.6,['Max Barber'],"['Max Barber', 'Catherine Butler']",A closeted 'straight' couple struggle with their relationship as they try to live in a flip-side gay world.,17,homoworld,2010
175,-,['Jon Rafman'],['Jon Rafman'],"Rather than the charms of the lyre, contemporary technological tools, Google Street View and Google Earth, beckon as the pathway for our narrator to regain memories and recapture traces of his lost love.",6,"you, the world and i",2010
176,-,['Joan Beveridge'],['Joan Beveridge'],"On a sunny Spring day, Tasha makes an unexpected visit to her estranged mother, Jill, an artist who lives in a beautiful but isolated cottage situated on the Cornish coast. Tasha hasn't forgiven her mother for dumping her father in favour of Nicky, a younger woman, but she needs money ... Jill agrees to write a cheque for £1,000 if Tasha will stay to dinner. However, ... Leer todo",13,storm,2010
177,-,['Cole Barager'],['Cole Barager'],"After opening a mysterious package, Jessica becomes haunted by the supernatural and entangled in a web of life-threatening events in this pulse-pounding Neo-Noir thriller.",-,followed,2010
178,-,['Pablo Mendoza'],['Pablo Mendoza'],"Jiang Yongshu, an old man with memory problems lives alone in a retirement home at the outskirts of Beijing. One day, by accident, he discovers in his drawer some photos and letters dated in the 1970s. The letters were sent by his wife during the Cultural Revolution. Yongshu, who has even forgot about his own wife, decides to escape from the retirement home and try to... Leer todo",30,on the white road,2010
179,-,['Iyin Landre'],['Iyin Landre'],"Two heterosexual lovers fall in love in a homosexual world, only to be torn apart by society.",20,homo,2010
180,-,['Jordan Beswick'],['Jordan Beswick'],-,-,with a bullet,2010
181,-,['Jordan Beswick'],['Jordan Beswick'],-,20,child play,2010
182,-,['Jaime Dezcallar'],['Jaime Dezcallar'],"Every person is king of his own life. Leopoldo, father and president of a banana republic, refuses to see how close he is to losing everything he has. ""The revolution broke out."" Says the Minister of Internal Affairs, but Justo quickly replies: ""Deep inside, Leopoldo, you know what's going on. You are suffering a heart attack, excellence.""",10,the last moments of leopoldo berenguer,2010
